brand,car_age,km_driven,engine_capacity,mileage,previous_owners,fuel_type,transmission,selling_price
Tata,1,51857,2381,21.02388771092341,3,Petrol,Automatic,2276664
Honda,10,39964,2732,17.97182371283958,2,Petrol,Manual,1740710
Mercedes,3,142050,2557,14.319180140139888,3,Petrol,Manual,1789573
BMW,8,22153,2850,17.39229376799237,3,Petrol,Automatic,2466898
Hyundai,6,64765,1789,14.49913104665534,2,Petrol,Automatic,1767043
Maruti,5,113212,2341,18.94122932857459,2,Diesel,Manual,300025
Honda,5,44071,1916,16.50765884282866,3,Petrol,Automatic,1399728
Mercedes,6,117990,1292,12.46608293618318,3,Diesel,Automatic,1743992
Hyundai,7,74519,1419,11.74874611833545,2,CNG,Automatic,2481636
Toyota,1,14503,2897,18.200435231081954,1,Petrol,Automatic,2159484
Maruti,9,100457,2346,23.53619549929155,2,Diesel,Automatic,390043
Maruti,3,50838,1662,15.159365298365284,3,CNG,Automatic,2205789
Toyota,4,130200,2491,20.99500160833935,2,CNG,Automatic,967128
Tata,10,94489,2405,19.879920324096503,1,CNG,Manual,515104
Toyota,1,31806,1379,23.973323714642213,2,Diesel,Manual,634368
Maruti,13,75119,2690,22.314715259487112,3,Petrol,Automatic,2120773
Maruti,11,43714,2075,18.499078883581944,2,Petrol,Automatic,2083145
Mercedes,10,60419,2655,19.85545747351161,3,Diesel,Automatic,1367498
Hyundai,3,110432,2155,23.475796998760522,3,Petrol,Manual,716576
Toyota,2,97949,1962,15.992781768804022,2,Diesel,Manual,1688204
Hyundai,2,138533,1156,14.90192058786666,3,Petrol,Automatic,1554596
Toyota,14,81971,2424,10.162166254527945,3,CNG,Manual,1333009
BMW,1,98471,2806,22.398266112871966,1,Petrol,Automatic,2370856
Maruti,8,69946,1669,22.014710506050474,1,Diesel,Automatic,731149
Mercedes,3,103989,1685,11.56681777150227,1,Diesel,Automatic,438366
Hyundai,3,89080,2801,18.652860716990503,1,CNG,Automatic,524058
Toyota,6,82794,2213,16.95972547250331,3,Diesel,Automatic,1312464
Audi,13,35841,2083,11.780636432636673,2,Petrol,Automatic,1065718
BMW,8,129447,1419,24.708523405910853,3,Petrol,Automatic,413596
Honda,13,125029,1682,13.220438311950332,3,CNG,Manual,268515
Tata,9,81272,1596,11.008512701358416,3,Diesel,Automatic,616740
Hyundai,9,42643,2972,18.922710692528643,2,CNG,Manual,1413013
Mercedes,4,48950,2096,21.08300015699549,1,Petrol,Automatic,2093884
Honda,14,105500,1418,10.486651690707804,3,CNG,Automatic,1141208
Audi,5,130588,2634,19.880764580905332,3,Diesel,Manual,388929
Tata,2,20997,1044,17.98437813927182,1,CNG,Manual,2260035
Audi,11,84751,1729,11.548975133125726,3,Diesel,Automatic,1864005
Honda,9,103605,2070,12.58785815419543,2,Diesel,Manual,2253780
Tata,8,60533,1319,18.519614459741206,3,Petrol,Automatic,1613110
Audi,3,87566,807,14.445364202699325,3,Petrol,Automatic,1607576
Mercedes,11,113255,2819,24.07473592976974,1,Petrol,Manual,2101209
Toyota,12,63005,1294,22.28110344226076,3,Diesel,Manual,222995
Maruti,13,48541,2429,24.753508097704945,3,CNG,Manual,1078752
Toyota,9,28387,1862,13.895062584256209,2,Diesel,Manual,1853005
Honda,3,98980,986,24.545854491969656,1,Petrol,Automatic,2249079
Hyundai,9,90457,2677,16.468508046873367,1,Petrol,Manual,1912355
Maruti,2,149129,2940,15.21278192970632,2,CNG,Manual,641168
BMW,12,69028,885,10.7552429045403,3,Petrol,Manual,889197
Mercedes,10,124246,936,10.791478867894039,1,Petrol,Manual,1952813
BMW,9,60731,2921,20.38016883919982,1,Petrol,Manual,699471
Tata,8,49638,2436,16.86893491651042,3,CNG,Automatic,2080695
Maruti,9,25567,2551,13.397824390541587,3,Diesel,Automatic,955027
BMW,5,62804,2587,19.20955459487849,1,Petrol,Manual,1285852
BMW,11,113821,1671,13.792871773751667,3,CNG,Manual,1807387
Audi,11,8754,1743,18.66447631516634,1,Petrol,Automatic,689858
Toyota,2,32044,2426,15.388131204740354,3,CNG,Manual,210514
Audi,8,72260,1148,22.353283399177286,3,Petrol,Automatic,2344608
Maruti,12,71912,2476,22.31044241150169,2,CNG,Automatic,2304385
Maruti,6,13706,1996,17.16025597183602,3,Petrol,Manual,1511822
Honda,8,13894,809,15.262286640025234,2,Diesel,Automatic,1096977
Audi,11,88986,2261,15.43839694838642,3,Petrol,Manual,828373
Mahindra,5,86942,1466,22.085717885023268,1,CNG,Manual,833389
Toyota,10,34725,2322,14.92269224196418,1,Petrol,Automatic,1357260
Maruti,2,141998,2976,13.13589060560269,3,Diesel,Automatic,1575520
Honda,6,109555,1400,11.270325128129603,3,Petrol,Manual,2238170
Audi,5,14496,1126,17.000396813266125,1,CNG,Automatic,2163853
Toyota,12,61447,1779,17.23198148379763,3,CNG,Manual,1187886
Audi,13,106604,1428,22.613630656043608,2,Diesel,Automatic,327602
BMW,12,93199,2429,13.318580446690959,2,CNG,Automatic,2161328
Honda,5,46321,1073,15.714869105025999,2,Petrol,Manual,1550093
Toyota,13,60147,1484,22.12608608340536,2,Petrol,Manual,393691
Tata,1,96396,915,22.354354161234603,2,Petrol,Manual,2494160
Tata,2,43787,1660,15.769166139681523,3,CNG,Automatic,481383
Toyota,8,26727,2803,16.886860349300214,3,Petrol,Manual,1390064
Audi,13,100081,1492,14.549288362739244,2,Petrol,Manual,748694
Honda,14,127721,1905,23.988323176289683,3,Petrol,Automatic,1761023
Tata,13,73056,2961,11.779656486123704,3,Diesel,Automatic,2203146
Honda,3,139153,2592,24.00624134502205,2,CNG,Manual,679969
Tata,10,85102,953,20.25799677753015,3,CNG,Manual,882346
BMW,3,81865,2700,17.973582290300968,3,CNG,Manual,1204411
Audi,8,72695,2227,10.489885911767438,3,Diesel,Manual,1001123
BMW,8,122235,2089,17.133942877330124,2,CNG,Automatic,400919
Tata,2,113777,1114,16.116221575040985,3,Diesel,Automatic,399542
BMW,8,24033,1864,12.41828217962684,1,Diesel,Manual,1920342
Tata,11,146877,904,19.846144052509853,1,CNG,Manual,2019833
Toyota,13,31832,2724,24.567263610524286,2,Petrol,Manual,2150500
BMW,13,120725,2713,18.432832165967877,1,Petrol,Automatic,1093061
Hyundai,1,24873,2016,20.721299146659188,2,CNG,Manual,1423045
Audi,6,45372,2224,11.026756788490252,1,CNG,Manual,847601
Maruti,8,94464,2572,16.265004937254922,1,Diesel,Automatic,2136983
Mahindra,3,122322,2760,11.745377277467439,1,CNG,Automatic,1604568
BMW,8,105082,2403,19.191937533047657,2,Diesel,Manual,960956
Mercedes,12,10110,1508,24.07723237321232,2,CNG,Manual,363543
Audi,1,17087,1450,19.92666598707458,3,Petrol,Automatic,571557
Hyundai,11,87617,1746,11.152045724716324,2,Petrol,Manual,699964
Hyundai,11,105483,1460,15.319993074776242,1,CNG,Manual,2351365
Tata,9,14596,2946,18.259950691612772,1,Diesel,Automatic,999458
Tata,13,112539,1932,16.048116341998785,2,Petrol,Automatic,205435
Mahindra,11,23313,1499,22.504660157127585,2,Diesel,Automatic,339565
Toyota,13,118175,2838,22.220065070649838,2,CNG,Manual,1120267
Mercedes,9,119914,1351,19.177465301548324,3,CNG,Automatic,2328650
Maruti,5,28705,1204,15.60186917699058,1,Petrol,Automatic,1087977
Mahindra,10,78445,1261,13.830045606448662,3,CNG,Manual,760113
Honda,4,108892,2979,11.58811477319694,3,Petrol,Manual,1527654
Maruti,11,7023,1673,15.32346525229831,1,Diesel,Automatic,1942115
BMW,6,124654,883,16.197587758115795,1,Petrol,Automatic,2339934
Audi,12,85073,2222,20.137343876561104,2,Petrol,Manual,647628
Honda,7,97197,1020,19.872397364463602,2,Diesel,Manual,1309137
Honda,5,69429,2191,11.051622094618853,3,Petrol,Automatic,664535
Mahindra,11,109195,911,15.928889731467367,2,Petrol,Automatic,1740808
Toyota,13,38848,1414,12.726683008260428,2,CNG,Manual,1548894
Mahindra,10,32766,2381,12.352190579752085,1,Diesel,Automatic,2157686
BMW,9,73099,1274,22.40953224605869,1,Petrol,Manual,256572
Toyota,3,74122,2713,10.628728250743864,2,Diesel,Automatic,2096424
BMW,7,53868,1070,16.28774313853182,1,Diesel,Manual,2333221
Toyota,10,124119,2720,12.523054836497773,2,Petrol,Manual,937550
Hyundai,10,100286,2190,23.18995323517711,1,CNG,Automatic,1012802
Honda,11,11643,839,18.355607699125528,1,Diesel,Automatic,1998954
Mercedes,5,41727,2782,13.47070954565272,1,Petrol,Manual,2160350
Audi,14,147077,1793,17.536409307495646,1,Diesel,Automatic,982533
BMW,7,114079,2812,20.972295395546737,2,CNG,Automatic,1129090
Maruti,2,70697,1089,24.371770133791507,3,CNG,Automatic,587902
Toyota,4,21029,1078,13.306690063681284,1,CNG,Manual,2171402
Audi,2,114458,1380,23.292726581940176,2,Petrol,Automatic,2100302
Maruti,14,115384,1662,24.014561712512354,2,Petrol,Automatic,1852332
Audi,13,73926,1053,23.74630816798099,1,CNG,Manual,884659
Mercedes,13,142069,980,19.531215352928648,3,Petrol,Automatic,639717
Maruti,12,60506,1480,19.447309816520615,1,CNG,Automatic,912494
Mahindra,7,83229,1624,16.04815949775734,2,Petrol,Manual,1390897
Tata,2,47092,1499,21.28596823455682,3,CNG,Manual,2441105
Mahindra,13,67539,2149,17.96941027526398,2,Diesel,Automatic,1520307
Tata,14,18428,2180,20.161571068424415,1,CNG,Automatic,1093441
Mahindra,11,146330,2473,16.426868557731932,3,CNG,Manual,681127
Tata,1,62775,2438,20.972446960647083,2,Petrol,Manual,1125337
Tata,9,10469,2757,22.367072764068237,2,Petrol,Automatic,1759366
Honda,1,33854,1011,12.196543849042243,2,Petrol,Automatic,1295589
Toyota,8,142328,2338,22.493945733613423,1,Petrol,Automatic,841629
Toyota,2,81256,1183,18.10444797685461,3,Petrol,Manual,1114217
Honda,12,104134,2514,22.669988636353366,1,Petrol,Automatic,1395402
Audi,8,137723,1141,16.46952559511522,1,Diesel,Manual,831872
Hyundai,13,89730,2638,15.685607280745526,1,CNG,Manual,278113
Audi,3,32386,2787,23.725910987758336,3,CNG,Manual,2121792
Maruti,6,38787,1643,13.76753901322602,1,CNG,Automatic,367809
Maruti,3,26621,2334,22.663184879292146,1,Diesel,Automatic,1759764
Tata,14,82984,1219,17.260308587641063,1,CNG,Automatic,1739219
Mahindra,7,39051,2788,17.711431638268895,1,Diesel,Manual,486268
Mahindra,10,54811,2732,14.62702422234226,2,Diesel,Automatic,595412
Toyota,9,35447,2649,18.595633009285237,1,Diesel,Manual,296651
BMW,2,133046,1105,14.878167944143168,2,CNG,Manual,1495125
Audi,12,89045,1668,10.589041213624785,1,Diesel,Manual,285395
Mercedes,12,121859,1935,14.07997908016534,3,CNG,Manual,2069085
Mahindra,14,8471,2234,10.09568565109886,2,CNG,Manual,565837
Mercedes,5,125312,1005,24.67532180585285,2,Petrol,Manual,1333859
Tata,13,144401,1295,24.48620814729621,2,Petrol,Automatic,1293060
Mercedes,6,51850,2709,15.927329462084575,2,Diesel,Manual,388726
Honda,4,59220,1845,20.92556281509469,3,Diesel,Automatic,1688332
Mercedes,4,98808,1012,15.187091476156375,1,CNG,Manual,414223
Hyundai,4,142469,1109,20.06639735628964,2,Diesel,Automatic,1365975
Tata,2,58072,2791,22.081450645689685,3,Diesel,Automatic,2139893
Audi,4,88820,1071,24.20134367038361,2,CNG,Automatic,2195457
Honda,11,28284,2622,16.00318413774508,1,Diesel,Automatic,1213071
Mahindra,1,88369,2879,21.749469744340715,2,Diesel,Manual,1429221
Maruti,12,30122,1242,13.988926759481782,3,CNG,Manual,898093
Audi,6,135349,1053,24.854984556904725,1,CNG,Manual,1886090
Maruti,1,75553,1320,10.386543981465268,3,Petrol,Manual,823538
Tata,10,99788,1776,19.052932097516816,1,CNG,Automatic,487906
Honda,6,67812,809,19.892589724769906,1,Petrol,Automatic,1938268
Toyota,1,12999,2383,20.32068335611193,1,Diesel,Automatic,1384592
Mahindra,6,27436,1934,11.805813681836336,2,CNG,Manual,2345977
Hyundai,10,47963,952,24.077946752096956,3,CNG,Automatic,2311029
Toyota,8,138168,2458,12.717749185751241,3,CNG,Manual,2426217
Tata,11,113899,2656,19.341301048597614,3,Diesel,Automatic,832731
Audi,2,31201,2014,13.340141186846274,1,Petrol,Automatic,561756
Hyundai,2,10105,2552,14.608246255319063,2,Diesel,Automatic,2414826
Mercedes,14,122666,1904,18.196878125921863,1,Diesel,Automatic,2221363
Hyundai,13,99848,1694,16.257901278468648,3,CNG,Automatic,717257
Tata,12,7839,1911,12.403384014647594,2,Petrol,Manual,596474
BMW,4,73920,903,12.564046036312725,2,Diesel,Automatic,1500457
Mercedes,11,48619,2714,16.272171822441994,2,CNG,Manual,231629
Maruti,3,47821,1806,21.359244674132512,3,Diesel,Manual,1155083
Mahindra,4,130736,1206,23.46946970271683,2,Diesel,Manual,1402606
Maruti,13,149565,2201,11.261914933890743,2,CNG,Manual,1681257
Hyundai,12,22069,966,15.896558613391015,1,CNG,Manual,2251933
Maruti,7,12531,1308,11.503683455843149,1,Petrol,Manual,1718367
Tata,13,143808,2461,10.248887209488968,2,Diesel,Manual,2219712
Audi,11,143782,1562,19.92578023965935,2,CNG,Manual,462199
Mahindra,1,72155,1480,19.036741629498817,1,CNG,Automatic,1337273
Maruti,6,67424,2920,12.445286707223293,1,Petrol,Automatic,2113207
Maruti,3,50603,1964,13.507192496395962,1,Petrol,Manual,1404966
Hyundai,11,137503,1381,10.355616304667775,3,CNG,Manual,233734
Audi,10,97573,1061,22.524208085416056,3,Petrol,Manual,413299
Toyota,7,145629,2163,24.620358940728273,1,CNG,Automatic,342728
Maruti,10,108302,2131,12.031893051920362,2,Diesel,Automatic,871253
Tata,2,136234,2338,13.472128206479471,1,Petrol,Manual,1753185
BMW,14,24675,1360,23.02614285920401,3,Diesel,Manual,1206152
Mahindra,2,78997,1899,23.896956969342774,2,Diesel,Automatic,893812
Maruti,13,145905,2703,16.294410742102155,3,Diesel,Automatic,1917202
Tata,4,12896,974,10.759337084036112,2,CNG,Manual,1631907
Tata,1,54733,2956,10.59087750539229,3,Diesel,Manual,1789804
Mahindra,3,46800,991,18.609247991035154,2,Diesel,Manual,852168
Toyota,13,101044,864,15.893426633397684,2,Diesel,Manual,1021247
Tata,9,10347,2297,10.429786413664818,2,CNG,Automatic,2346449
BMW,7,138715,2367,18.748785884688353,2,Diesel,Automatic,2357259
Tata,7,45785,1951,10.169538048835337,3,Diesel,Manual,492552
Tata,13,23681,2737,21.810579372239097,3,Petrol,Manual,2230290
Tata,13,108864,1168,14.596492340550574,2,CNG,Manual,1395055
Toyota,11,52299,1650,10.603870045138482,2,Diesel,Automatic,1408957
Maruti,4,22073,842,18.8252833147473,3,Petrol,Manual,2237998
Tata,2,107304,2707,15.96526621649582,2,CNG,Manual,1341766
Audi,14,35682,877,24.60700620035724,2,CNG,Manual,976644
Maruti,4,129302,2624,18.162979937555534,2,CNG,Automatic,2265167
Toyota,6,120359,2093,14.128587715555124,1,CNG,Manual,724658
Honda,11,143999,1473,20.64158296950962,2,CNG,Automatic,1624932
Maruti,11,71707,1500,14.07238003814067,1,CNG,Manual,986918
Maruti,3,70428,1558,23.563649371113478,2,Diesel,Manual,2058770
Mercedes,1,55601,2723,15.620829557610646,3,Diesel,Manual,203196
Hyundai,14,138611,1701,18.24802844164308,1,Diesel,Automatic,1749648
Mercedes,12,116487,1792,10.758596557363433,1,Diesel,Manual,2135573
BMW,8,33228,1991,16.391818569283462,2,Petrol,Manual,2111357
Hyundai,12,127788,2276,22.485453094914924,2,Diesel,Automatic,1670017
Mahindra,13,102239,1189,22.08473208045013,1,CNG,Automatic,2215470
Mahindra,5,31928,1799,13.364778382802893,3,Diesel,Automatic,1058811
Toyota,5,23322,1324,13.39118606515844,3,Diesel,Manual,1364650
Hyundai,11,92896,2655,22.259579683198552,2,CNG,Automatic,1867108
Maruti,4,67292,2306,23.95597630253988,3,Diesel,Manual,1981336
Mahindra,6,34055,1458,11.430413819095053,3,Diesel,Automatic,824588
Tata,3,47891,1690,16.750879591393378,2,Diesel,Automatic,2354327
Audi,9,86912,2281,15.061814184463435,3,Petrol,Automatic,1350127
Maruti,5,142660,1251,23.060326831861587,2,Diesel,Manual,1005408
BMW,3,95536,2337,11.25287372020028,1,CNG,Manual,2414904
Tata,11,11304,1682,13.16688913837056,2,CNG,Manual,493257
Tata,1,12345,1112,21.287025063797415,1,Diesel,Manual,2019456
Hyundai,10,96006,1639,10.769407734718234,1,Diesel,Manual,1788265
Toyota,12,134350,1174,17.38803071071434,3,Diesel,Manual,2178964
BMW,6,24446,1250,16.631605520195798,3,CNG,Manual,1464008
Mahindra,2,7336,1394,15.01601768483123,3,CNG,Manual,2462638
Hyundai,13,67032,2033,15.918584729783856,2,Petrol,Manual,1582212
Mahindra,3,102852,1299,17.949108803953493,3,Petrol,Automatic,1459112
Hyundai,1,143593,1263,12.420510375825746,1,Petrol,Automatic,1325269
Hyundai,9,23474,912,18.57993817425389,3,CNG,Manual,2062870
Hyundai,8,60718,1835,22.081484939499795,3,Petrol,Manual,2433414
Toyota,12,49629,2724,21.402413946852384,2,Diesel,Manual,1843063
Hyundai,2,50232,939,12.308498570406606,2,Diesel,Manual,2140374
Honda,12,91544,2224,12.238742046122109,1,CNG,Automatic,204331
Audi,11,55669,1316,14.0226155161737,2,Petrol,Automatic,1765976
Mahindra,8,74184,2747,15.416120895115558,3,Diesel,Manual,412854
Maruti,12,18140,2965,16.12683372112724,2,CNG,Automatic,750049
Mercedes,14,131468,1687,20.19545825250018,1,Petrol,Automatic,989694
BMW,9,88457,2141,10.85020648248753,3,Diesel,Manual,1753416
Toyota,1,19357,849,10.520090563390996,1,Petrol,Manual,980080
Maruti,13,116672,818,15.878658444158635,2,CNG,Manual,2481696
Tata,5,73673,1525,20.457455382069707,2,Petrol,Manual,1333243
Honda,8,126673,2273,12.901530144347237,1,CNG,Automatic,204677
Mercedes,11,70633,1251,19.622567218843777,3,Petrol,Manual,404580
Maruti,14,101111,1964,13.897422069104492,2,Diesel,Automatic,330334
Maruti,2,83258,1907,23.291291632202743,2,CNG,Manual,563581
Honda,4,148996,1014,23.43534916399925,3,CNG,Automatic,2275996
Mercedes,7,74286,2349,14.459308064219897,2,CNG,Manual,1168121
Tata,3,98269,927,13.449906309448608,1,Petrol,Manual,2252109
Hyundai,13,79071,2645,16.169559580993468,2,Petrol,Automatic,1833012
Mahindra,12,35651,1559,13.607973777702231,2,Diesel,Automatic,2081934
Tata,5,75202,2615,20.085757649375555,3,CNG,Automatic,758745
Hyundai,8,53777,1160,22.390970268224283,1,CNG,Manual,766819
Toyota,12,72263,1368,20.096381963668257,3,Petrol,Automatic,394243
Audi,10,105158,2215,22.36525670874024,2,Petrol,Automatic,1761021
BMW,3,15800,2397,15.954882433112111,2,Diesel,Automatic,457231
BMW,4,42823,2492,12.344754560632913,3,Diesel,Automatic,817423
Mahindra,14,68878,1001,21.06926421096388,3,Petrol,Automatic,790642
Mercedes,9,23708,2864,15.407117577123309,3,CNG,Automatic,837031
Honda,14,148891,1317,20.06906237843699,1,Diesel,Automatic,2203369
Mercedes,14,68870,2148,14.059659129726485,2,Petrol,Automatic,1806756
Honda,7,14283,2235,11.21844452210009,3,Petrol,Automatic,1450844
Mercedes,1,83707,2141,24.88872693231645,2,CNG,Manual,1116094
Audi,14,10774,1480,12.34302261895899,1,Petrol,Manual,295057
Toyota,12,147055,2788,24.826314909452215,1,Petrol,Automatic,1286985
Toyota,4,101468,2291,24.659198988496712,1,Diesel,Manual,446889
Hyundai,4,101334,1224,21.907271558620593,1,Petrol,Manual,2446609
Toyota,9,23133,2768,19.891344431229964,2,Petrol,Automatic,1665088
Toyota,6,5781,2512,18.667105753766272,1,Diesel,Automatic,2153574
Tata,9,119586,1577,22.99152318066752,1,CNG,Automatic,1075584
Tata,12,32624,2945,14.34159282429232,3,CNG,Automatic,1274958
Hyundai,6,11823,2626,17.015218187273156,1,Diesel,Automatic,2373827
Mahindra,6,23489,1007,19.29084954049753,3,Diesel,Automatic,281238
Tata,5,34118,2337,16.167857138042365,1,CNG,Manual,1242536
Mahindra,5,105417,2459,16.412296811354018,1,CNG,Automatic,1943227
Maruti,2,86816,821,14.954270012531266,3,CNG,Manual,786470
Tata,8,18565,953,18.463477250268042,1,CNG,Automatic,377216
Audi,8,96179,2762,22.75861792022674,2,CNG,Automatic,654988
Hyundai,11,28648,1018,13.022925670094693,2,Diesel,Manual,2376512
Maruti,13,46971,1468,24.01649558130162,1,Petrol,Automatic,323662
Audi,1,23658,2318,20.336314806223445,2,CNG,Automatic,2018352
Audi,8,26253,2867,22.34909819020045,3,CNG,Manual,836438
Audi,5,93664,1749,18.342860389450173,1,Petrol,Automatic,1680175
Mahindra,2,108850,2995,21.692750521360953,1,Petrol,Manual,2029484
Mercedes,14,142924,1202,10.243005960092008,3,Petrol,Automatic,1867690
Maruti,2,138623,1395,22.275706371693026,3,Petrol,Automatic,2132656
Honda,14,76947,2237,10.602082886280497,3,Petrol,Manual,425121
Maruti,6,66001,1957,23.34870064544294,1,Petrol,Automatic,2169036
Mercedes,11,127775,2542,24.87944120857965,3,Diesel,Manual,1022922
Maruti,13,38243,2106,14.411011932651668,3,Petrol,Manual,2274722
Toyota,9,80939,872,13.154778344286905,2,Petrol,Manual,1304188
Honda,1,62828,1280,21.48045045787061,2,Diesel,Automatic,1546879
Mercedes,12,143311,1359,13.7953951138038,1,Petrol,Automatic,1131310
Mahindra,6,11710,1544,22.98343574758305,2,CNG,Manual,411463
BMW,9,42991,2266,11.542638882362152,2,CNG,Automatic,1867788
Mercedes,8,143043,899,11.889327945690374,3,Petrol,Automatic,468602
Hyundai,11,90445,1882,24.687273326509235,3,Diesel,Automatic,862213
Mercedes,6,85257,1212,20.10758347405007,2,CNG,Manual,1551197
Toyota,3,42711,1888,22.703308366434293,2,Diesel,Automatic,742608
BMW,8,11530,1977,14.86494066027277,2,CNG,Manual,2391306
Toyota,9,16116,2808,20.147256242809064,1,Petrol,Automatic,293476
BMW,1,70794,1620,18.91362740962896,1,Diesel,Automatic,314560
Hyundai,12,136354,1461,19.047251801844205,1,Diesel,Manual,1120707
Mahindra,9,137970,1359,20.237986893065823,2,Diesel,Automatic,1549987
Toyota,14,9135,2071,18.63038759693648,2,CNG,Manual,1069241
Toyota,6,142701,2613,16.43593553953999,1,CNG,Automatic,749656
Audi,6,114472,1409,14.138840415708202,1,CNG,Manual,1694475
BMW,12,130147,824,21.52871996369803,2,Petrol,Automatic,2297953
Tata,4,94087,2828,13.394086450047793,3,CNG,Automatic,2026629
BMW,1,38380,1083,20.385314592316213,1,Petrol,Automatic,1724061
Audi,10,134951,2272,13.499992339739899,2,Diesel,Manual,291679
Maruti,8,22071,1100,19.37995254931681,2,Diesel,Manual,1964239
BMW,2,25074,1891,21.206174006935434,3,Petrol,Manual,1539083
Mahindra,12,72843,1830,13.280708333598088,2,CNG,Automatic,1410368
Audi,1,44901,1616,10.899149512919625,2,Petrol,Manual,1940081
Maruti,2,16205,882,11.964606144912612,1,Diesel,Manual,812236
Honda,1,129661,2720,19.089954509065382,1,Diesel,Manual,377476
Audi,1,10906,2893,22.741696093386032,3,Petrol,Manual,1399217
Honda,9,138663,1417,10.674952318531366,3,CNG,Manual,2032942
Toyota,13,130576,975,21.012268885624692,2,CNG,Manual,2453962
Audi,14,67987,1989,15.119779689250782,1,Petrol,Manual,1124276
Hyundai,1,85685,1641,17.17792554879284,3,Petrol,Manual,1268307
Honda,13,115454,1169,23.932893247683484,3,CNG,Manual,2482321
Mahindra,4,110487,2618,14.979572571037682,3,Diesel,Manual,2131441
Hyundai,10,59400,2901,16.980054009092292,2,Petrol,Automatic,465033
Mercedes,6,36852,1489,10.205236221410217,1,CNG,Automatic,733857
Mercedes,7,57756,2579,11.223980800072574,3,CNG,Manual,2122201
Maruti,2,120357,2164,13.87887386702176,1,Diesel,Automatic,1333768
Toyota,6,124052,2232,10.417783612316116,3,Diesel,Automatic,1335730
Audi,7,61481,1166,19.470629890723764,3,Diesel,Manual,1356649
Tata,10,6283,1443,16.395975352024337,1,Diesel,Manual,1468470
Mahindra,14,38691,872,18.22217804092033,1,Diesel,Manual,1824508
Honda,10,137197,2071,12.619707788444943,1,Petrol,Automatic,2116749
Hyundai,2,31170,1659,14.43898044154924,2,CNG,Manual,1042329
Mercedes,2,13438,842,19.957367122790878,3,Petrol,Automatic,1393582
Mahindra,10,25095,1864,24.479540854455998,2,Petrol,Manual,1733286
Tata,7,144076,2316,10.756251604033139,1,Petrol,Automatic,1088976
Audi,12,14752,2886,23.35576481282899,3,Petrol,Automatic,1791570
Maruti,1,60426,1168,18.653218019668127,2,Petrol,Manual,374588
Tata,8,31819,950,18.458793501334355,3,Diesel,Manual,1730332
Mahindra,11,97051,1934,17.504178028116407,2,Diesel,Automatic,324746
Tata,13,37994,2303,11.04091128856275,1,CNG,Automatic,744719
Mahindra,3,102756,2259,11.34815277604241,2,Petrol,Manual,1948071
Mahindra,11,145659,1870,19.01368008488629,3,CNG,Manual,1233290
BMW,6,100665,1823,15.114378571533376,3,Diesel,Automatic,631231
Honda,9,136717,2398,23.75902099866521,3,Diesel,Manual,955398
Mercedes,6,86835,2840,16.098858060392082,3,Diesel,Automatic,681438
BMW,9,127232,2189,12.149221880539617,1,Petrol,Manual,2452201
Audi,7,48732,868,20.72078250253054,2,Petrol,Manual,774120
BMW,9,51305,1743,14.400301321615148,1,Diesel,Manual,2075939
Toyota,2,14346,1601,17.882054610338397,1,CNG,Automatic,1458542
Toyota,12,5587,860,20.46749178257755,1,CNG,Manual,1320780
Mercedes,8,17763,1745,23.503961668031057,3,Diesel,Automatic,2342936
Tata,8,74615,2137,21.88286792202514,3,CNG,Manual,1504140
Honda,2,125987,1984,20.145416018090863,3,Diesel,Automatic,813794
Mercedes,12,96353,1130,20.194497735927154,2,CNG,Automatic,1988702
Mahindra,14,100648,2351,24.1888696604813,3,Diesel,Manual,1791711
Hyundai,4,30556,1137,14.437361462448042,2,CNG,Automatic,1828853
Honda,14,64042,2429,10.01668141294281,3,Petrol,Automatic,2258721
Honda,11,23099,2127,14.079318390972979,3,Diesel,Automatic,2160391
Mahindra,7,114089,2326,13.26837069440116,1,Diesel,Automatic,663144
Mahindra,11,149302,2473,19.927518776709974,1,CNG,Manual,2161921
Maruti,4,38866,2161,19.505673996482933,1,Diesel,Manual,1399029
Mercedes,4,110400,2373,18.90192074057086,2,Diesel,Manual,1099751
Mahindra,6,89246,1074,10.243651648141805,2,Diesel,Automatic,517817
Toyota,10,81975,1987,20.931670816759713,3,Petrol,Automatic,2320100
Audi,6,86557,2793,14.852956187282373,2,Petrol,Manual,259072
Hyundai,10,142488,1669,19.975839835099464,3,CNG,Manual,1906422
Mercedes,3,77516,1814,18.3486764275323,2,Petrol,Automatic,2363843
Toyota,9,37602,2711,15.140963881418607,2,CNG,Manual,207086
Tata,12,134295,1402,12.018644006561615,2,Petrol,Manual,589962
Mahindra,10,92969,2599,11.416283464907215,1,CNG,Automatic,792141
Mahindra,14,137161,1490,22.472774996683356,2,Petrol,Manual,1001680
Honda,11,146559,1293,23.77596313122337,1,Petrol,Automatic,2059234
Toyota,2,5155,1289,19.746820701464493,1,CNG,Manual,1142529
Honda,6,128950,1189,11.55151172290725,2,Diesel,Automatic,963210
Maruti,12,72494,1094,16.03040825332361,3,Diesel,Automatic,1787138
Honda,7,81229,2192,20.934088001577358,3,Petrol,Automatic,2286172
Maruti,12,109648,2517,21.69731326015102,3,CNG,Automatic,1565265
Maruti,13,43547,1448,11.773279334366329,2,Diesel,Automatic,315981
Mahindra,9,33795,2673,10.000460782680737,3,CNG,Manual,2463457
Tata,13,26447,1367,20.682055688209076,1,Diesel,Manual,216304
